carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,fluorescence,hasVisualization,id,imageUrl,lxwRatio,measurements,polish,price,pricePerCarat,sellingIndex,shapeCode,shapeName,skus,symmetry,table,v360BaseUrl,visualizationImageUrl,willArriveForHoliday
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD12622548,['None'],[True],LD12622548,,['1.01'],"[{'label': '6.38 x 6.33 x 4.00 mm', 'labelSmall': '6.38 x 6.33 x 4.00'}]",['Excellent'],9281,"['$9,189']",0.10921711,['RD'],['Round'],['LD12622548'],['Excellent'],['57.0'],https://bluenile.v360.in/19/imaged/gia-2334076937/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2334076937/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.1'],./diamond-details/LD11986505,['None'],[True],LD11986505,,['1.00'],"[{'label': '6.43 x 6.40 x 3.98 mm', 'labelSmall': '6.43 x 6.40 x 3.98'}]",['Excellent'],9285,"['$9,193']",0.11765395,['RD'],['Round'],['LD11986505'],['Excellent'],['58.0'],https://bluenile.v360.in/15/imaged/gia-2317790514/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2317790514/still_230x230.jpg,False
['0.94'],['IF'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.9'],./diamond-details/LD08165139,['None'],[False],LD08165139,,['1.00'],"[{'label': '6.34 x 6.31 x 3.92 mm', 'labelSmall': '6.34 x 6.31 x 3.92'}]",['Excellent'],9288,"['$9,881']",0.03722526,['RD'],['Round'],['LD08165139'],['Excellent'],['58.0'],,,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['63.1'],./diamond-details/LD11131356,['Faint'],[True],LD11131356,,['1.01'],"[{'label': '6.38 x 6.30 x 4.00 mm', 'labelSmall': '6.38 x 6.30 x 4.00'}]",['Excellent'],9289,"['$9,289']",0.11109327,['RD'],['Round'],['LD11131356'],['Very Good'],['58.0'],https://bluenile.v360.in/59/imaged/gia-6221599059/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6221599059/still_230x230.jpg,False
['0.95'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['59.7'],./diamond-details/LD12803857,['None'],[True],LD12803857,,['1.00'],"[{'label': '6.41 x 6.38 x 3.82 mm', 'labelSmall': '6.41 x 6.38 x 3.82'}]",['Excellent'],9290,"['$9,779']",0.13538443,['RD'],['Round'],['LD12803857'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-2338312010/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2338312010/still_230x230.jpg,False
['0.90'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.5'],./diamond-details/LD11947803,['None'],[True],LD11947803,,['1.01'],"[{'label': '6.14 x 6.18 x 3.85 mm', 'labelSmall': '6.14 x 6.18 x 3.85'}]",['Excellent'],9297,"['$10,330']",0.56898564,['RD'],['Round'],['LD11947803'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-6197957172/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6197957172/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.4'],./diamond-details/LD11193635,['Faint'],[True],LD11193635,,['1.01'],"[{'label': '6.37 x 6.41 x 3.99 mm', 'labelSmall': '6.37 x 6.41 x 3.99'}]",['Excellent'],9301,"['$9,209']",0.40747693,['RD'],['Round'],['LD11193635'],['Excellent'],['60.0'],https://bluenile.v360.in/29/imaged/gia-2191701986/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2191701986/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.9'],./diamond-details/LD11725518,['Faint'],[True],LD11725518,,['1.00'],"[{'label': '6.38 x 6.40 x 4.02 mm', 'labelSmall': '6.38 x 6.40 x 4.02'}]",['Excellent'],9301,"['$9,209']",0.40747693,['RD'],['Round'],['LD11725518'],['Excellent'],['58.0'],https://bluenile.v360.in/29/imaged/gia-6193944338/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6193944338/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.7'],./diamond-details/LD12814641,['Faint'],[True],LD12814641,,['1.00'],"[{'label': '6.36 x 6.39 x 4.00 mm', 'labelSmall': '6.36 x 6.39 x 4.00'}]",['Excellent'],9303,"['$9,211']",0.38716772,['RD'],['Round'],['LD12814641'],['Excellent'],['58.0'],https://bluenile.v360.in/29/imaged/gia-5336258962/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5336258962/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.5'],./diamond-details/LD12857401,['None'],[True],LD12857401,,['1.01'],"[{'label': '6.39 x 6.43 x 3.94 mm', 'labelSmall': '6.39 x 6.43 x 3.94'}]",['Excellent'],9308,"['$9,308']",0.15324983,['RD'],['Round'],['LD12857401'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-2336556494/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2336556494/still_230x230.jpg,False
['0.93'],['VVS1'],['D'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['60.6'],./diamond-details/LD12684916,['Medium'],[True],LD12684916,,['1.00'],"[{'label': '6.33 x 6.31 x 3.83 mm', 'labelSmall': '6.33 x 6.31 x 3.83'}]",['Excellent'],9309,"['$10,010']",0.8188071,['RD'],['Round'],['LD12684916'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-2337300840/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2337300840/still_230x230.jpg,False
['1.01'],['VS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.0'],./diamond-details/LD02058526,['None'],[False],LD02058526,,['1.01'],"[{'label': '6.44 x 6.40 x 3.98 mm', 'labelSmall': '6.44 x 6.40 x 3.98'}]",['Excellent'],9311,"['$9,219']",0.029263724,['RD'],['Round'],['LD02058526'],['Excellent'],['57.0'],,,False
['1.01'],['VS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.2'],./diamond-details/LD02128479,['None'],[False],LD02128479,,['1.01'],"[{'label': '6.45 x 6.41 x 4.00 mm', 'labelSmall': '6.45 x 6.41 x 4.00'}]",['Excellent'],9311,"['$9,219']",0.029263724,['RD'],['Round'],['LD02128479'],['Excellent'],['55.0'],,,False
['1.01'],['VS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.0'],./diamond-details/LD04256472,['None'],[False],LD04256472,,['1.00'],"[{'label': '6.44 x 6.43 x 3.99 mm', 'labelSmall': '6.44 x 6.43 x 3.99'}]",['Excellent'],9311,"['$9,219']",0.029941045,['RD'],['Round'],['LD04256472'],['Excellent'],['57.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.2'],./diamond-details/LD12833563,['None'],[False],LD12833563,,['1.01'],"[{'label': '6.38 x 6.43 x 3.99 mm', 'labelSmall': '6.38 x 6.43 x 3.99'}]",['Excellent'],9317,"['$9,225']",0.15998788,['RD'],['Round'],['LD12833563'],['Excellent'],['56.0'],,,False
['1.01'],['VS1'],['F'],['Very Small'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['59.4'],./diamond-details/LD10963934,['None'],[False],LD10963934,,['1.00'],"[{'label': '6.47 x 6.49 x 3.85 mm', 'labelSmall': '6.47 x 6.49 x 3.85'}]",['Very Good'],9319,"['$9,227']",0.01926542,['RD'],['Round'],['LD10963934'],['Excellent'],['62.0'],,,False
['1.01'],['VS1'],['F'],['Very Small'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['62.6'],./diamond-details/LD10964279,['None'],[False],LD10964279,,['1.00'],"[{'label': '6.32 x 6.35 x 3.96 mm', 'labelSmall': '6.32 x 6.35 x 3.96'}]",['Excellent'],9319,"['$9,227']",0.008501691,['RD'],['Round'],['LD10964279'],['Very Good'],['64.0'],,,False
['1.01'],['VS1'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['60.9'],./diamond-details/LD11390786,['None'],[True],LD11390786,,['1.01'],"[{'label': '6.35 x 6.41 x 3.88 mm', 'labelSmall': '6.35 x 6.41 x 3.88'}]",['Very Good'],9319,"['$9,227']",0.027719673,['RD'],['Round'],['LD11390786'],['Very Good'],['60.0'],https://bluenile.v360.in/50/imaged/gia-6282050346/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6282050346/still_230x230.jpg,False
['1.00'],['VS1'],['F'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['61.6'],./diamond-details/LD09472094,['None'],[True],LD09472094,,['1.00'],"[{'label': '6.40 x 6.43 x 3.96 mm', 'labelSmall': '6.40 x 6.43 x 3.96'}]",['Excellent'],9320,"['$9,320']",0.88168764,['RD'],['Round'],['LD09472094'],['Excellent'],['56.0'],https://bluenile.v360.in/1/imaged/gia-2185764107/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2185764107/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.7'],./diamond-details/LD12877184,['None'],[True],LD12877184,,['1.01'],"[{'label': '6.36 x 6.40 x 4.00 mm', 'labelSmall': '6.36 x 6.40 x 4.00'}]",['Excellent'],9330,"['$9,238']",0.10929969,['RD'],['Round'],['LD12877184'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-2337566849/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2337566849/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.4'],./diamond-details/LD12903618,['None'],[True],LD12903618,,['1.01'],"[{'label': '6.44 x 6.48 x 3.97 mm', 'labelSmall': '6.44 x 6.48 x 3.97'}]",['Excellent'],9330,"['$9,238']",0.12350138,['RD'],['Round'],['LD12903618'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-7336617328/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7336617328/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.3'],./diamond-details/LD12593162,['None'],[True],LD12593162,,['1.00'],"[{'label': '6.42 x 6.39 x 3.99 mm', 'labelSmall': '6.42 x 6.39 x 3.99'}]",['Excellent'],9340,"['$9,248']",0.27197424,['RD'],['Round'],['LD12593162'],['Excellent'],['59.0'],https://bluenile.v360.in/63/imaged/gia-7231424148/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7231424148/still_230x230.jpg,False
['0.90'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.4'],./diamond-details/LD12082530,['None'],[True],LD12082530,,['1.01'],"[{'label': '6.18 x 6.14 x 3.84 mm', 'labelSmall': '6.18 x 6.14 x 3.84'}]",['Excellent'],9342,"['$10,380']",0.25318363,['RD'],['Round'],['LD12082530'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-5201104320/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5201104320/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['60.7'],./diamond-details/LD11931896,['Medium'],[True],LD11931896,,['1.01'],"[{'label': '6.50 x 6.45 x 3.93 mm', 'labelSmall': '6.50 x 6.45 x 3.93'}]",['Excellent'],9347,"['$9,254']",0.38805732,['RD'],['Round'],['LD11931896'],['Excellent'],['61.0'],https://bluenile.v360.in/50/imaged/gia-7316991859/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7316991859/still_230x230.jpg,False
['1.00'],['VVS2'],['H'],['Very Small'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 23'],['Sep 24'],['60.8'],./diamond-details/LD02284509,['None'],[False],LD02284509,,['1.02'],"[{'label': '6.39 x 6.51 x 3.92 mm', 'labelSmall': '6.39 x 6.51 x 3.92'}]",['Very Good'],9348,"['$9,348']",0.007989264,['RD'],['Round'],['LD02284509'],['Good'],['67.0'],,,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['64.6'],./diamond-details/LD02152324,['None'],[False],LD02152324,,['1.01'],"[{'label': '6.14 x 6.08 x 3.95 mm', 'labelSmall': '6.14 x 6.08 x 3.95'}]",['Excellent'],9352,"['$10,391']",0.027787024,['RD'],['Round'],['LD02152324'],['Very Good'],['57.0'],,,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['64.1'],./diamond-details/LD02152325,['None'],[False],LD02152325,,['1.02'],"[{'label': '6.18 x 6.08 x 3.93 mm', 'labelSmall': '6.18 x 6.08 x 3.93'}]",['Very Good'],9352,"['$10,391']",0.02891283,['RD'],['Round'],['LD02152325'],['Good'],['54.0'],,,False
['1.01'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.3'],./diamond-details/LD12692632,['Faint'],[False],LD12692632,,['1.01'],"[{'label': '6.45 x 6.50 x 3.97 mm', 'labelSmall': '6.45 x 6.50 x 3.97'}]",['Excellent'],9361,"['$9,268']",0.2364168,['RD'],['Round'],['LD12692632'],['Excellent'],['59.0'],,,False
['1.01'],['VVS2'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 19'],['Sep 19'],['63.5'],./diamond-details/LD01803372,['Strong'],[True],LD01803372,,['1.01'],"[{'label': '6.28 x 6.34 x 4.01 mm', 'labelSmall': '6.28 x 6.34 x 4.01'}]",['Excellent'],9369,"['$9,276']",0.10915065,['RD'],['Round'],['LD01803372'],['Excellent'],['59.0'],https://bluenile.v360.in/1/imaged/gia-1155118688/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1155118688/still_230x230.jpg,False
['0.91'],['VVS1'],['E'],['Small'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['61.7'],./diamond-details/LD10965885,['Faint'],[True],LD10965885,,['1.00'],"[{'label': '6.23 x 6.20 x 3.83 mm', 'labelSmall': '6.23 x 6.20 x 3.83'}]",['Excellent'],9379,"['$10,307']",0.11756085,['RD'],['Round'],['LD10965885'],['Excellent'],['56.0'],https://bluenile.v360.in/1/imaged/gia-2195498417/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2195498417/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD12703455,['None'],[True],LD12703455,,['1.01'],"[{'label': '6.33 x 6.38 x 4.00 mm', 'labelSmall': '6.33 x 6.38 x 4.00'}]",['Excellent'],9383,"['$9,383']",0.32383233,['RD'],['Round'],['LD12703455'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-6332147712/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6332147712/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.6'],./diamond-details/LD12737190,['None'],[True],LD12737190,,['1.01'],"[{'label': '6.45 x 6.50 x 3.92 mm', 'labelSmall': '6.45 x 6.50 x 3.92'}]",['Excellent'],9394,"['$9,394']",0.47882763,['RD'],['Round'],['LD12737190'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-2205313980/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205313980/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.9'],./diamond-details/LD12857112,['None'],[True],LD12857112,,['1.01'],"[{'label': '6.34 x 6.38 x 4.00 mm', 'labelSmall': '6.34 x 6.38 x 4.00'}]",['Excellent'],9401,"['$9,308']",0.08692078,['RD'],['Round'],['LD12857112'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-7338556500/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7338556500/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['60.2'],./diamond-details/LD12909475,['None'],[False],LD12909475,,['1.01'],"[{'label': '6.45 x 6.50 x 3.90 mm', 'labelSmall': '6.45 x 6.50 x 3.90'}]",['Excellent'],9402,"['$9,309']",0.031153716,['RD'],['Round'],['LD12909475'],['Excellent'],['60.0'],,,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.8'],./diamond-details/LD12597466,['None'],[True],LD12597466,,['1.01'],"[{'label': '6.52 x 6.47 x 3.95 mm', 'labelSmall': '6.52 x 6.47 x 3.95'}]",['Excellent'],9408,"['$9,315']",0.26581278,['RD'],['Round'],['LD12597466'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-7321986913/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7321986913/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.4'],./diamond-details/LD12603582,['None'],[True],LD12603582,,['1.01'],"[{'label': '6.46 x 6.42 x 3.95 mm', 'labelSmall': '6.46 x 6.42 x 3.95'}]",['Excellent'],9408,"['$9,315']",0.2561214,['RD'],['Round'],['LD12603582'],['Excellent'],['60.0'],https://bluenile.v360.in/19/imaged/gia-7332036620/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7332036620/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.9'],./diamond-details/LD12669964,['None'],[True],LD12669964,,['1.01'],"[{'label': '6.50 x 6.46 x 3.95 mm', 'labelSmall': '6.50 x 6.46 x 3.95'}]",['Excellent'],9408,"['$9,315']",0.26581278,['RD'],['Round'],['LD12669964'],['Excellent'],['60.0'],https://bluenile.v360.in/19/imaged/gia-2336124772/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2336124772/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['58.4'],./diamond-details/LD11869733,['None'],[False],LD11869733,,['1.00'],"[{'label': '6.59 x 6.57 x 3.84 mm', 'labelSmall': '6.59 x 6.57 x 3.84'}]",['Excellent'],9409,"['$9,316']",0.048232835,['RD'],['Round'],['LD11869733'],['Excellent'],['61.0'],,,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.0'],./diamond-details/LD09929756,['None'],[True],LD09929756,,['1.00'],"[{'label': '6.45 x 6.42 x 3.99 mm', 'labelSmall': '6.45 x 6.42 x 3.99'}]",['Excellent'],9415,"['$9,322']",0.2561214,['RD'],['Round'],['LD09929756'],['Excellent'],['59.0'],https://bluenile.v360.in/48/imaged/gia-6275423009/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6275423009/still_230x230.jpg,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['61.9'],./diamond-details/LD09336230,['None'],[True],LD09336230,,['1.00'],"[{'label': '6.18 x 6.17 x 3.82 mm', 'labelSmall': '6.18 x 6.17 x 3.82'}]",['Excellent'],9421,"['$10,468']",0.092597045,['RD'],['Round'],['LD09336230'],['Excellent'],['58.0'],https://bluenile.v360.in/15/imaged/gia-6202193428/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6202193428/still_230x230.jpg,False
['1.01'],['IF'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.4'],./diamond-details/LD12837402,['Faint'],[True],LD12837402,,['1.01'],"[{'label': '6.44 x 6.40 x 3.94 mm', 'labelSmall': '6.44 x 6.40 x 3.94'}]",['Excellent'],9423,"['$9,330']",0.61069715,['RD'],['Round'],['LD12837402'],['Excellent'],['59.0'],https://bluenile.v360.in/19/imaged/gia-2334393246/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2334393246/still_230x230.jpg,False
['0.90'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.3'],./diamond-details/LD11848319,['None'],[True],LD11848319,,['1.01'],"[{'label': '6.14 x 6.19 x 3.78 mm', 'labelSmall': '6.14 x 6.19 x 3.78'}]",['Excellent'],9426,"['$10,473']",0.20312835,['RD'],['Round'],['LD11848319'],['Excellent'],['60.0'],https://bluenile.v360.in/66/imaged/gia-15141478/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-15141478/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.8'],./diamond-details/LD12627035,['None'],[True],LD12627035,,['1.00'],"[{'label': '6.48 x 6.45 x 4.00 mm', 'labelSmall': '6.48 x 6.45 x 4.00'}]",['Excellent'],9435,"['$9,342']",0.25705072,['RD'],['Round'],['LD12627035'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-2201383625/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2201383625/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.9'],./diamond-details/LD11883324,['Medium'],[True],LD11883324,,['1.00'],"[{'label': '6.42 x 6.39 x 3.97 mm', 'labelSmall': '6.42 x 6.39 x 3.97'}]",['Excellent'],9438,"['$9,345']",0.38077897,['RD'],['Round'],['LD11883324'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-6312913826/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6312913826/still_230x230.jpg,False
['1.01'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.8'],./diamond-details/LD12818155,['None'],[True],LD12818155,,['1.01'],"[{'label': '6.41 x 6.45 x 3.98 mm', 'labelSmall': '6.41 x 6.45 x 3.98'}]",['Excellent'],9439,"['$9,346']",0.3531688,['RD'],['Round'],['LD12818155'],['Excellent'],['60.0'],https://bluenile.v360.in/7/imaged/gia-3335239404/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3335239404/still_230x230.jpg,False
['1.00'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.4'],./diamond-details/LD12335041,['None'],[True],LD12335041,,['1.00'],"[{'label': '6.33 x 6.36 x 4.02 mm', 'labelSmall': '6.33 x 6.36 x 4.02'}]",['Excellent'],9446,"['$9,446']",0.29750648,['RD'],['Round'],['LD12335041'],['Excellent'],['57.0'],https://bluenile.v360.in/28/imaged/gia-1325558272/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1325558272/still_230x230.jpg,False
['1.00'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.6'],./diamond-details/LD12335047,['None'],[True],LD12335047,,['1.01'],"[{'label': '6.34 x 6.38 x 3.98 mm', 'labelSmall': '6.34 x 6.38 x 3.98'}]",['Excellent'],9446,"['$9,446']",0.31274098,['RD'],['Round'],['LD12335047'],['Excellent'],['56.0'],https://bluenile.v360.in/28/imaged/gia-5326466486/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5326466486/still_230x230.jpg,False
['1.01'],['IF'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['63.6'],./diamond-details/LD12212773,['None'],[True],LD12212773,,['1.00'],"[{'label': '6.30 x 6.28 x 4.00 mm', 'labelSmall': '6.30 x 6.28 x 4.00'}]",['Excellent'],9449,"['$9,355']",0.24727277,['RD'],['Round'],['LD12212773'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-6312989639/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6312989639/still_230x230.jpg,False
['1.00'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.9'],./diamond-details/LD12837018,['None'],[True],LD12837018,,['1.01'],"[{'label': '6.35 x 6.39 x 3.95 mm', 'labelSmall': '6.35 x 6.39 x 3.95'}]",['Excellent'],9450,"['$9,450']",0.29196116,['RD'],['Round'],['LD12837018'],['Excellent'],['59.0'],https://bluenile.v360.in/7/imaged/gia-6332335861/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6332335861/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.4'],./diamond-details/LD12398211,['None'],[True],LD12398211,,['1.01'],"[{'label': '6.44 x 6.48 x 3.91 mm', 'labelSmall': '6.44 x 6.48 x 3.91'}]",['Excellent'],9455,"['$9,455']",0.4032886,['RD'],['Round'],['LD12398211'],['Excellent'],['60.0'],https://bluenile.v360.in/69/imaged/gia-2326495108/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326495108/still_230x230.jpg,False
